ENTITETI;LIGA;UTAKMICA;EKIPA;PN1;PN2;VN1;VN2;IN1;IN2;BD;TN;VZA;IU
2604;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;1;6;P&R;PORAZ
2605;EURO;UNI-LIT;Unicaja;UL;UL-BL-PN;ON;ON;POZ;POZ-IOP-1/2-ZU;1;2;OT;POBJEDA
2606;EURO;UNI-LIT;Lietuvos Rytas;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LS;1;5;OA;PORAZ
2607;EURO;UNI-LIT;Unicaja;UL;UL-BL-PO;TN;TN-S;POZ;POZ-US2;1;4;TRA;POBJEDA
2608;NBA;ATL-ORL;Orlando Magic;OL;OL-PL;PN;PN-CC;NEG;NEG-IPL-LI;4;15;BOT;PORAZ
2609;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;ON;ON;NEG;NEG-IPL-LI;1;3;OA;POBJEDA
2610;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LS;3;12;OA;PORAZ
2611;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-OPN;7;14;UR;POBJEDA
2612;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;17;LIPK;PORAZ
2613;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;1;9;P&R;POBJEDA
2614;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;ON;ON;NEG;NEG-IPL-LI;1;1;OA;PORAZ
2615;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;PN;PN-CC;POZ;POZ-US2;1;17;LIPK;POBJEDA
2616;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;14;P&R;PORAZ
2617;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;TN;TN-P;NEG;NEG-NS2-IPL;2;5;TRA;POBJEDA
2618;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;1;6;TRA;PORAZ
2619;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;22;LIPK;POBJEDA
2620;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;14;BOT;PORAZ
2621;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;19;LIPK;POBJEDA
2622;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;1;10;LIPK;PORAZ
2623;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;0;8;LEPK;POBJEDA
2624;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LI;2;12;LEPK;PORAZ
2625;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PO;TN;TN-R;NEG;NEG-IPL-LI;1;10;P&R;POBJEDA
2626;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;TN;TN-S;NEG;NEG-NS2-IPL;2;8;TRA;PORAZ
2627;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;0;8;P&R;POBJEDA
2628;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;2;14;BOT;PORAZ
2629;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-P;NEG;NEG-IPL-LI;1;4;TRA;POBJEDA
2630;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;TN;TN-R;NEG;NEG-NS3-IPL;2;10;P&R;PORAZ
2631;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-1/2-ZU;6;18;P&R;POBJEDA
2632;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;16;P&R;PORAZ
2633;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;16;BIBL;POBJEDA
2634;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-OPN;3;8;LEPK;PORAZ
2635;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;9;OA;POBJEDA
2636;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;PN;PN-CC;NEU;NEU-NS2-ZPL;1;11;P&R;PORAZ
2637;NBA;ATL-ORL;Orlando Magic;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-1/2-ZU;0;1;SSN;PORAZ
2638;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;20;LIPK;POBJEDA
2639;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;2;9;P&R;PORAZ
2640;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-P;POZ;POZ-US2;2;4;TRA;POBJEDA
2641;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS3-IPL;1;10;P&R;PORAZ
2642;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS2-IPL;1;8;LIPK;POBJEDA
2643;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;ON;ON;NEU;NEU-OS-NN;2;14;OA;PORAZ
2644;NBA;ATL-ORL;Orlando Magic;OL;OL-ISB;ON;ON;POZ;POZ-INOP-1/2;0;1;OA;PORAZ
2645;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;2;9;BIBL;PORAZ
2646;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;2;7;TRA;POBJEDA
2647;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;4;13;UR;PORAZ
2648;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2;4;9;BOT;POBJEDA
2649;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;1;15;LIPK;PORAZ
2650;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-IPL-LI;3;4;P&R;PORAZ
2651;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;TN;TN-R;POZ;POZ-US3;2;7;BOT;POBJEDA
2652;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;17;UR;PORAZ
2653;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;17;BOT;POBJEDA
2654;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS2-ZPL;3;14;LIPK;PORAZ
2655;NBA;ATL-ORL;Orlando Magic;OL;OL-SN-SI;ON;ON;POZ;POZ-IOP-2/2;0;2;OA;PORAZ
2656;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;3;16;LIPK;POBJEDA
2657;NBA;ATL-ORL;Orlando Magic;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;PORAZ
2658;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;13;LIPK;POBJEDA
2659;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;3;13;BOT;PORAZ
2660;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;12;BIBL;POBJEDA
2661;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;1;10;P&R;PORAZ
2662;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;PN;PN-CC;POZ;POZ-US2;0;21;LIPK;POBJEDA
2663;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;ON;ON;NEG;NEG-NS3-ZNC;2;5;OA;PORAZ
2664;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;6;14;OT;POBJEDA
2665;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;14;BIBL;PORAZ
2666;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;4;10;LIPK;POBJEDA
2667;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;1;15;P&R;PORAZ
2668;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;17;P&R;POBJEDA
2669;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;12;LEPK;PORAZ
2670;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;ON;ON;NEU;NEU-IOP-NN;1;5;OA;POBJEDA
2671;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;1;7;P&R;POBJEDA
2672;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS2-IPL;1;7;P&R;PORAZ
2673;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;22;P&P;POBJEDA
2674;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;2;7;TRA;PORAZ
2675;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;5;15;LIPK;POBJEDA
2676;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-2/2;2;11;LEPK;PORAZ
2677;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;12;OT;POBJEDA
2678;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;ON;ON;NEU;NEU-IOP-NN;1;4;OA;PORAZ
2679;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;3;13;OT;PORAZ
2680;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US3;6;18;OT;POBJEDA
2681;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;TN;TN-R;POZ;POZ-US2;1;8;P&R;PORAZ
2682;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;4;14;OA;POBJEDA
2683;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS2-IPL;2;9;P&R;POBJEDA
2684;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-P;NEU;NEU-IOP-0/2-ZPL;2;3;TRA;PORAZ
2685;NBA;ATL-ORL;Orlando Magic;OL;OL-SN-SL;ON;ON;POZ;POZ-US2;0;1;SSN;PORAZ
2686;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;6;18;LIPK;POBJEDA
2687;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS2-IPL;2;7;LEPK;PORAZ
2688;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;TN;TN-S;NEG;NEG-NS2-IPL;0;5;TRA;POBJEDA
2689;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-S;POZ;POZ-US2;0;6;TRA;PORAZ
2690;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;14;LIPK;POBJEDA
2691;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-IPL-LS;3;7;OA;POBJEDA
2692;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;2;16;P&P;PORAZ
2693;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;5;14;P&R;POBJEDA
2694;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;ON;ON;NEG;NEG-IPL-LI;0;2;OA;PORAZ
2695;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;PN;PN-CC;NEG;NEG-IPL-LI;2;9;P&R;POBJEDA
2696;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;TN;TN-R;NEG;NEG-NS3-IPL;4;11;BOT;PORAZ
2697;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;ON;ON;NEU;NEU-IOP-NN;0;1;OA;POBJEDA
2698;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;6;17;OA;POBJEDA
2699;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;15;LIPK;PORAZ
2700;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS3-IPL;1;9;TRA;POBJEDA
2701;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-R;NEG;NEG-NS3-IPL;1;7;BOT;PORAZ
2702;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;2;7;TRA;POBJEDA
2703;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-NS3-ZPL;2;14;OT;PORAZ
2704;NBA;ATL-ORL;Orlando Magic;OL;OL-SN-SI;PN;PN-CC;NEG;NEG-NS3-IPL;2;7;BOT;PORAZ
2705;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS3-IPL;6;19;BOT;POBJEDA
2706;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-ZPL;3;15;LIPK;PORAZ
2707;NBA;ATL-ORL;Orlando Magic;OL;OL-ISB;ON;ON;POZ;POZ-IOP-2/2;0;0;OA;PORAZ
2708;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;13;LEPK;POBJEDA
2709;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;12;OA;PORAZ
2710;NBA;ATL-ORL;Orlando Magic;OL;OL-ISB;ON;ON;POZ;POZ-INOP-1/2;0;0;OA;PORAZ
2711;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;PN;PN-CC;NEG;NEG-NS3-IPL;4;11;BOT;PORAZ
2712;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;6;19;BOT;POBJEDA
2713;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;12;BOT;PORAZ
2714;NBA;ATL-ORL;Orlando Magic;OL;OL-SN-SI;ON;ON;POZ;POZ-US2-NE-SL-IPL;0;1;SSN;PORAZ
2715;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-NS2-IPL;6;19;OT;POBJEDA
2716;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;2;5;TRA;PORAZ
2717;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;1;14;P&R;POBJEDA
2718;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-P;POZ;POZ-US2;1;5;TRA;PORAZ
2719;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;5;15;BOT;POBJEDA
2720;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;2;14;BOT;PORAZ
2721;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;1;6;LIPK;POBJEDA
2722;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SL;ON;ON;NEU;NEU-ZC;0;1;OA;PORAZ
2723;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;7;16;BOT;POBJEDA
2724;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;5;20;LIPK;PORAZ
2725;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-NS2-IPL;8;24;P&R;POBJEDA
2726;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;NEU;NEU-IOP-NN;1;10;OA;PORAZ
2727;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;ON;ON;NEU;NEU-IOP-NN;1;2;OA;PORAZ
2728;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;NEG;NEG-NS3-IPL;5;13;LIPK;PORAZ
2729;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;1;16;P&R;POBJEDA
2730;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;15;LIPK;PORAZ
2731;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;3;19;LEPK;POBJEDA
2732;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;12;LIPK;PORAZ
2733;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;3;11;P&R;PORAZ
2734;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;4;18;LIPK;POBJEDA
2735;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;TN;TN-R;NEG;NEG-NS3-IPL;1;7;P&R;PORAZ
2736;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS3-IPL;1;5;TRA;POBJEDA
2737;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;5;23;LEPK;PORAZ
2738;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-OPN;3;11;OA;POBJEDA
2739;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2;3;12;LEPK;PORAZ
2740;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;4;12;OT;POBJEDA
2741;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-S;NEG;NEG-NS2-IPL;1;5;TRA;PORAZ
2742;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;NEG;NEG-IPL-LS;5;24;LIPK;POBJEDA
2743;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;POZ;POZ-US2-US-SL;3;13;LEPK;PORAZ
2744;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;5;23;LIPK;POBJEDA
2745;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;19;LIPK;PORAZ
2746;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;2;12;OA;POBJEDA
2747;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;NEU;NEU-NS2-ZPL;3;10;LIPK;POBJEDA
2748;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SN-SI;PN;PN-CC;POZ;POZ-US3;1;7;BOT;POBJEDA
2749;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;2;20;LEPK;PORAZ
2750;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;3;11;LEPK;POBJEDA
2751;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;5;9;BOT;POBJEDA
2752;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-2/2;3;19;LIPK;PORAZ
2753;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;2;18;OA;POBJEDA
2754;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IPL-LI;3;16;LEPK;PORAZ
2755;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;TN;TN-P;NEG;NEG-IOP-0/2-IPL;2;3;TRA;POBJEDA
2756;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-NS3-IPL;1;12;P&R;PORAZ
2757;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;TN;TN-R;NEU;NEU-NS2-ZPL;1;11;BOT;POBJEDA
2758;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SN-SI;ON;ON;POZ;POZ-US2;0;1;SSN;POBJEDA
2759;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;3;23;LEPK;PORAZ
2760;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;TN;TN-S;NEU;NEU-NS2-ZPL;1;7;TRA;POBJEDA
2761;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SN-SI;ON;ON;NEG;NEG-NS3-IPL;1;3;BOT;POBJEDA
2762;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-R;POZ;POZ-US2-US-SL;1;8;P&R;PORAZ
2763;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;17;LIPK;POBJEDA
2764;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SL;TN;TN-R;POZ;POZ-IOP-2/2;2;10;LEPK;PORAZ
2765;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;1;15;P&R;POBJEDA
2766;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LI;2;12;OA;PORAZ
2767;NBA;ATL-ORL;Atlanta Hawks;OL;OL-UL;TN;TN-S;NEG;NEG-NS2-IPL;1;6;TRA;POBJEDA
2768;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;TN;TN-R;POZ;POZ-US2;2;10;P&R;PORAZ
2769;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS3-IPL;3;20;BOT;POBJEDA
2770;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;ON;ON;NEG;NEG-NS3-ZNC;0;2;OA;PORAZ
2771;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-OPN;3;14;LEPK;PORAZ
2772;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PO;PN;PN-CC;NEG;NEG-IOP-0/2-IPL;1;12;LIPK;POBJEDA
2773;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SL;TN;TN-R;POZ;POZ-US2;2;11;P&R;PORAZ
2774;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;1;13;LIPK;POBJEDA
2775;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US2;1;7;P&R;PORAZ
2776;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;2;15;LIPK;POBJEDA
2777;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;TN;TN-P;NEU;NEU-NS3-ZPL;1;6;TRA;PORAZ
2778;NBA;ATL-ORL;Atlanta Hawks;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US3;1;8;P&R;POBJEDA
2779;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-US3;2;16;LIPK;POBJEDA
2780;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-IPL-LS;2;14;LIPK;PORAZ
2781;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PN;PN;PN-CC;POZ;POZ-US2;2;13;P&R;POBJEDA
2782;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PO;TN;TN-R;POZ;POZ-US2;1;12;P&R;PORAZ
2783;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-NS3-ZPL;3;14;BOT;POBJEDA
2784;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PN;PN;PN-CC;NEG;NEG-IPL-LI;3;15;P&R;POBJEDA
2785;NBA;ATL-ORL;Orlando Magic;OL;OL-UL;TN;TN-P;NEG;NEG-NS2-IPL;2;5;TRA;PORAZ
2786;NBA;ATL-ORL;Atlanta Hawks;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-US2;2;13;BOT;POBJEDA
2787;NBA;ATL-ORL;Orlando Magic;UL;UL-CL-PO;PN;PN-CC;NEU;NEU-IOP-NN;3;13;OA;PORAZ
2788;NBA;ATL-ORL;Orlando Magic;UL;UL-BL-PN;PN;PN-CC;POZ;POZ-US2;3;9;LEPK;PORAZ
2789;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;6;22;OT;POBJEDA
2790;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SI;PN;PN-CC;POZ;POZ-IOP-2/2;2;17;LIPK;PORAZ
2791;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;POZ;POZ-IOP-1/2-ZN-IPL;2;14;LEPK;POBJEDA
2792;NBA;ATL-ORL;Orlando Magic;OL;OL-SO-SL;PN;PN-CC;NEG;NEG-IPL-LS;3;17;LEPK;PORAZ
2793;NBA;ATL-ORL;Atlanta Hawks;UL;UL-CL-PO;PN;PN-CC;NEG;NEG-NS2-IPL;1;14;LIPK;POBJEDA
